rank,score,nyc_percentile,hist_relative_pct,pred_gbm,pred_ridge,zip,city,county,state,zhvi,mom_5y_rel,log_price_rel_metro,nbr_log_price_gap,rent_yield,price_to_income_rel,bachelors_share_rel,d5_log_income_rel,d5_log_housing_units_rel,zillow_1y_forecast_pct,origin
266,55.89655580461681,68.1107099879663,0.8317172812764895,58.56315413158272,53.22995747765089,10013,New York,New York County,NY,3742256.0,-0.17414457134416814,1.6165677877666251,0.910923153099116,0.020932393931611854,1.255464222632862,0.24050660522783995,0.12209755895143992,0.06457999779079442,2.7,2026-07-31
267,55.887400167227725,67.99037304452466,0.8317172812764895,48.50284453257475,63.271955801880694,08723,Brick,Ocean County,NJ,526199.0,0.08918379014696712,-0.34519614408298516,-0.5094290718206071,0.06372743735830987,-0.312006557236127,-0.15787202568820463,0.12296857232838221,-0.06335852915000269,2.2,2026-07-31
268,55.8242503333711,67.87003610108303,0.8317172812764895,62.628992631330625,49.01950803541156,10505,Baldwin Place,Westchester County,NY,1075598.0,0.09935213051770156,0.3697558749223244,0.3528818173674697,,0.05779437324022996,0.14178284854731993,-0.16081247745212046,0.14762583110083255,3.6,2026-07-31
269,55.75597554474131,67.7496991576414,0.8317172812764895,58.23170740305932,53.280243686423304,10501,Amawalk,Westchester County,NY,873154.0,0.034471926751667686,0.1612353516560816,0.0964577755010172,,-0.5131741595471528,0.20171339581439462,-0.2085503503609658,0.07385198221695459,2.9,2026-07-31
270,55.74219240794133,67.62936221419976,0.8317172812764895,59.3593691944692,52.12501562141346,07647,Northvale,Bergen County,NJ,786564.0,0.04045649701033441,0.05679795566198642,-0.2629463984001621,,-0.07820087910464335,0.012376629611094314,-0.07399169151029739,-0.0038496151780662152,2.6,2026-07-31
271,55.720203093872044,67.50902527075813,0.8317172812764895,60.061095938030306,51.379310249713775,07064,Port Reading,Middlesex County,NJ,550779.0,0.10933601705428977,-0.29954187944802335,-0.0666321781200665,,-0.47503466875217026,-0.1784150988539438,0.176679910233128,-0.2625661035476942,2.7,2026-07-31
272,55.68383106066777,67.38868832731649,0.8317172812764895,57.19726465674279,54.170397464592746,11096,Inwood,Nassau County,NY,839157.0,0.0636368730333551,0.12152149638434295,-0.19093728855307823,,0.305662201436127,-0.2104953949290212,0.2003981944612434,0.038026784013271794,2.0,2026-07-31
273,55.65174156805175,67.26835138387484,0.8317172812764895,57.35954179035944,53.94394134574405,08514,Cream Ridge,Monmouth County,NJ,734331.0,0.09474466639987114,-0.011915925886567535,0.15530979586561955,,-0.18878240331081142,-0.0489157129844211,0.053987282743021225,-0.05051309257806365,2.4,2026-07-31
274,55.61586949789012,67.14801444043322,0.8317172812764895,55.172377814434526,56.0593611813457,11783,Seaford,Nassau County,NY,815537.0,0.012549575680207786,0.09297115848210957,0.03275769659053829,,-0.36188216087265634,-0.014863180868160797,0.045376673908089415,-0.018514934321998758,2.4,2026-07-31
275,55.58166172037723,67.02767749699157,0.8317172812764895,63.067003978430016,48.09631946232443,11569,Point Lookout,Nassau County,NY,1446249.0,0.14272646071147435,0.6658521490482965,0.584841036460757,,0.9848509218845887,0.035795330210899756,-0.8835803012236312,0.08688669891154203,2.9,2026-07-31
276,55.57021387759039,66.90734055354994,0.8317172812764895,52.20858499766564,58.93184275751515,08721,Bayville,Ocean County,NJ,541997.0,0.09988756098761478,-0.31561530655133296,-0.03380585560712035,0.06365346202441056,-0.2509154181417028,-0.2087225186058168,-0.052409135404269946,0.0812832520507814,2.4,2026-07-31
277,55.56914645591853,66.78700361010831,0.8317172812764895,54.84153232334443,56.296760588492624,07067,Colonia,Middlesex County,NJ,649678.0,0.0904442796505304,-0.13439888854261106,0.08848694077000907,,-0.22299031970306094,-0.0037503333620251267,-0.14992855257574256,-0.04244947977784337,2.2,2026-07-31
278,55.53881526871013,66.66666666666666,0.8317172812764895,55.97513827761409,55.10249225980617,07936,East Hanover Township,Morris County,NJ,880920.0,0.05512516280009941,0.17009030078028964,0.002783425197545597,0.045856619163780574,-0.11650425752492954,0.09577369102886935,-0.13610731644409135,0.014546205002169452,2.4,2026-07-31
279,55.523555810565576,66.54632972322503,0.8317172812764895,57.974364965418054,53.0727466557131,11514,Carle Place,Nassau County,NY,864616.0,0.02583988969432341,0.15140983886167803,-0.19874295544642173,,-0.15097694741339507,0.007146933178147075,0.38155184317650637,-0.00533746912652662,2.6,2026-07-31
280,55.44967331786434,66.4259927797834,0.8317172812764895,59.847789811195284,51.051556824533385,10527,Granite Springs,Westchester County,NY,939650.0,0.06481987817464976,0.23463165260123553,0.25723286743229856,,-0.5655764008385902,0.17397086054150834,0.07629992645450834,-0.894558503949727,3.3,2026-07-31
281,55.44924581094993,66.30565583634176,0.8317172812764895,52.35849126906792,58.54000035283195,11542,Glen Cove,Nassau County,NY,836459.0,0.02033052708302599,0.11830176937103865,-0.45865791183889115,0.05337846065461473,0.30436036982649983,-0.06516370020275464,-0.08557344370646369,0.06263549896203484,2.3,2026-07-31
282,55.44440067392419,66.18531889290013,0.8317172812764895,63.25776083857318,47.63104050927521,11024,Great Neck,Nassau County,NY,2425669.0,0.14607364016282212,1.182986506552444,0.7377109251805027,,0.7377445790396748,0.05585526210720615,0.07977285508256848,0.06943696400783876,3.3,2026-07-31
283,55.411230944322874,66.06498194945848,0.8317172812764895,51.561967911629544,59.2604939770162,11003,Elmont,Nassau County,NY,743134.0,0.014919615982668694,0.0,-0.060496413634465895,0.04621912914411601,-0.09995169075783328,-0.16385827597677238,-0.0577187084600812,-0.058698728289383786,2.1,2026-07-31
284,55.386008645500205,65.94464500601684,0.8317172812764895,57.85846034501465,52.91355694598576,10065,New York,New York County,NY,1721303.0,-0.2877660094937774,0.8399605462513833,0.3758008123410779,0.033026310742896095,0.5156590867803181,0.3743287364559055,-0.1858154623015924,0.019083826042928728,3.4,2026-07-31
285,55.38321804326162,65.82430806257521,0.8317172812764895,54.313551669161306,56.452884417361936,08859,Parlin,Middlesex County,NJ,563713.0,0.08911378031431419,-0.2763315376339186,-0.028003985743994875,0.06293383562674312,-0.15906416245942734,-0.11438505229057205,-0.03863651929103007,0.042369635329601515,2.5,2026-07-31
286,55.38139333673169,65.70397111913357,0.8317172812764895,59.1149692447012,51.64781742876219,07039,Livingston,Essex County,NJ,1113222.0,0.0905002254806643,0.4041376495362865,0.08019154239512005,0.047158733966131655,-0.3118409607836725,0.24400201155790135,0.09027947723341789,-0.022806877377527804,2.7,2026-07-31
287,55.3770317877054,65.58363417569194,0.8317172812764895,57.33730179162993,53.41676178378086,11780,Saint James,Suffolk County,NY,859233.0,0.053402737544557516,0.14516358752617364,0.11243781370363415,,-0.10739178565835883,0.03075541525946457,-0.0905558443889376,-0.07907517682890282,2.6,2026-07-31
288,55.321838853164806,65.46329723225031,0.8317172812764895,57.336728792499024,53.306948913830595,11768,Northport,Suffolk County,NY,990562.0,0.017154797473980216,0.2873958287139615,0.09218655113660823,0.037756360826936904,-0.14215025813110604,0.14262040742417004,0.002933213402650736,-0.03527944702227766,2.9,2026-07-31
289,55.31360628697753,65.34296028880865,0.8317172812764895,65.98626814678074,44.640944427174325,11765,Oyster Bay,Nassau County,NY,2797199.0,0.1303126246174994,1.3254977675856061,0.8471819610743463,,0.7640484889662076,0.2355724556449118,-0.4699449881091553,-0.17146708188669785,4.5,2026-07-31
290,55.2631519058191,65.22262334536703,0.8317172812764895,49.479700378706355,61.046603432931846,10703,Yonkers,Westchester County,NY,627543.0,-0.014274732894152459,-0.16906383573314443,-0.3899747231199999,0.054921592637190264,0.054908766734300896,-0.22852675765818548,0.07157638147047507,0.01929815200588285,2.5,2026-07-31
291,55.2410581634839,65.1022864019254,0.8317172812764895,55.68484076134993,54.797275565617866,11580,Valley Stream,Nassau County,NY,762062.0,0.009928871174313875,0.025151756209581322,-0.0477079858732985,,-0.17650231509906722,-0.09900390988861069,-0.013969301320049254,-0.05164281533130195,2.1,2026-07-31
292,55.2396886702899,64.98194945848375,0.8317172812764895,53.76256477355219,56.71681256702761,08840,Metuchen,Middlesex County,NJ,695321.0,0.09905054322612408,-0.06650247525105613,0.17530889962028873,0.047239567136695096,-0.33319211667820103,0.13125078922409106,-0.08483288144063472,0.0027675003676573134,2.6,2026-07-31
293,55.20298282328166,64.86161251504213,0.8317172812764895,54.671147654435224,55.73481799212809,11714,Bethpage,Nassau County,NY,795556.0,0.030357756914713013,0.06816547971342324,-0.09772857933335644,,0.000498294254172249,-0.0920050719758645,-0.17929359811344447,-0.0588098697034007,2.3,2026-07-31
294,55.20083326199716,64.74127557160048,0.8317172812764895,50.754486858573955,59.64717966542036,10465,New York,Bronx County,NY,693785.0,-0.01144033384446494,-0.0687140425410071,0.11615800199476212,0.04939282156392296,0.17537647646968746,-0.17833416617565068,-0.07970099351640059,0.008295116238036734,2.0,2026-07-31
295,55.16412160140245,64.62093862815884,0.8317172812764895,53.069600272851424,57.258642929953474,10710,Yonkers,Westchester County,NY,773851.0,0.005051160174529917,0.04050294770309648,-0.17339720069089992,0.04093812186043995,0.071834960264616,-0.030572806885702075,-0.021185734386168775,-0.003658965976325937,2.7,2026-07-31
296,55.14172509745688,64.50060168471721,0.8317172812764895,59.74798918347509,50.53546101143866,07932,Florham Park,Morris County,NJ,1066318.0,0.10509375510073796,0.36109033557458403,-0.025221662509098408,,0.029559596633661256,0.20682942557030726,-0.024732995593211626,0.13081762539356517,2.7,2026-07-31
297,55.13231572703947,64.38026474127557,0.8317172812764895,55.05922159729548,55.20540985678346,07675,River Vale,Bergen County,NJ,932968.0,0.03492914162352748,0.22749509893931297,0.010021113944793214,0.042991811415597644,-0.26157536565443995,0.17696495294965153,0.09679384192472007,-0.10578705060026446,2.6,2026-07-31
298,55.131893691403306,64.25992779783394,0.8317172812764895,55.24404831057741,55.0197390722292,07878,Mount Tabor,Morris County,NJ,564862.0,0.03592908968049749,-0.27429446921534506,-0.26085737631328954,,-0.31045666332667854,-0.008713827316200573,-0.08078563160868413,-0.12423120020655061,2.2,2026-07-31
299,55.13093337806005,64.13959085439231,0.8317172812764895,57.9824660339291,52.27940072219099,11709,Bayville,Nassau County,NY,869440.0,0.026320325119187166,0.15697261795936335,-0.4233906093200339,,-0.1269978818606312,0.06710332934687646,0.08314291107492267,0.004747123297137265,2.3,2026-07-31
300,55.10795553207505,64.01925391095065,0.8317172812764895,55.24449497761677,54.971416086533345,10507,Bedford Hills,Westchester County,NY,838462.0,0.07422969869501586,0.12069266561973357,-0.21376169734091377,,0.16660050942481486,-0.02160187212672221,0.1977840892430116,-0.251189879083032,3.1,2026-07-31
301,55.08612633407692,63.898916967509024,0.8317172812764895,51.314234324824184,58.85801834332967,11422,New York,Queens County,NY,747119.0,-0.07877583180028722,0.005348556754185552,-0.16132927954666876,,-0.015688447437221642,-0.1411863069678984,0.03229465820552946,-0.018287431792390854,1.7,2026-07-31
302,55.04874006005758,63.77858002406739,0.8317172812764895,61.21291518066813,48.88456493944703,07924,Bernardsville,Somerset County,NJ,1044061.0,0.10191697111707612,0.33999686589256406,0.03302133184264733,,-0.402756024986233,0.2375408870763489,0.12278343227568911,-0.03703389777248818,2.8,2026-07-31
303,55.03744574129787,63.65824308062575,0.8317172812764895,52.289300791357206,57.78559069123853,07435,Newfoundland,Morris County,NJ,641201.0,0.03705593565806567,-0.14753313460702344,0.1477486946048998,,-0.40536585612307197,-0.11634386656220558,-0.07196681803765337,0.07781595796432343,2.7,2026-07-31
304,54.9997792851637,63.537906137184116,0.14186432666927207,45.64857664720931,64.35098192311808,08724,Brick,Ocean County,NJ,524165.0,0.12888381454651246,-0.34906894325292903,-0.7682161984722935,0.05793336920615965,-0.2637733172446872,-0.12469784867191974,0.02705766203166604,-0.03654327963049982,2.5,2026-07-31
305,54.97668993841744,63.41756919374247,0.14186432666927207,58.70286329846252,51.25051657837235,08809,Clinton,Hunterdon County,NJ,528884.0,0.029941316341345475,-0.3401063602225971,-0.13041374691881558,,-0.4959533972799097,0.04587938378429002,0.013521515941322448,0.019239859668491108,2.6,2026-07-31
306,54.97479758170008,63.29723225030084,0.14186432666927207,57.73588890433832,52.213706259061844,08804,Bloomsbury,Hunterdon County,NJ,506771.0,0.011114346243090628,-0.38281737769649027,0.011632554182307686,,-0.33749666456348426,-0.11318542835583872,-0.18617571019511558,0.22456131590761547,2.4,2026-07-31
307,54.94502614778395,63.1768953068592,0.14186432666927207,53.26503362508124,56.62501867048666,11434,New York,Queens County,NY,721946.0,,-0.028925354285492588,-0.014166041315514022,,0.34078985646776583,-0.2585908453150712,-0.039886094873519795,0.010463982946060477,2.0,2026-07-31
308,54.940174712008485,63.05655836341757,0.14186432666927207,55.38199331078415,54.498356113232816,10546,Millwood,Westchester County,NY,1013227.0,0.10218854194023344,0.3100193110009428,0.07652302699217195,,-0.3002341584884374,0.3483813663288091,-0.3707189090534726,0.24729331627411383,3.6,2026-07-31
309,54.935085791246735,62.936221419975936,0.14186432666927207,58.551193886167795,51.31897769632568,07046,Mountain Lakes,Morris County,NJ,1231359.0,0.0738434001102938,0.504997186916313,0.5849424552191156,,-0.2952108665235127,0.3683829975100028,-0.19900193799522903,0.021215548867498144,2.7,2026-07-31
310,54.914212496042076,62.8158844765343,0.14186432666927207,56.83844803415129,52.98997695793286,11793,Wantagh,Nassau County,NY,825548.0,0.0028052085531683757,0.10517095319950442,-0.00137424563929045,,-0.291973097554002,0.014780226604114155,-0.05115809561248241,-0.00249124662239604,2.2,2026-07-31
311,54.861213421901,62.69554753309266,0.14186432666927207,61.662770948104686,48.059655895697304,07021,Essex Fells,Essex County,NJ,1482341.0,0.1268809596795432,0.6905018337226263,0.4710904323513727,,-0.1097062197171994,0.3223448442813457,-0.07246311411446804,-0.06752199960353052,2.9,2026-07-31
312,54.847815864756384,62.57521058965102,0.14186432666927207,54.38299790738974,55.312633822123026,07803,Mine Hill Township,Morris County,NJ,507256.0,0.03890517337235125,-0.381860964756628,-0.07954933130288389,,-0.44461479128759795,-0.07744863328369356,0.03956126894141754,0.08695982592133182,2.0,2026-07-31
313,54.82260727610442,62.454873646209386,0.14186432666927207,55.462482986822856,54.182731565385986,07657,Ridgefield,Bergen County,NJ,793090.0,0.008580558243711428,0.06506018004354175,0.1320185496726829,0.038482404501623976,0.015132544950646531,-0.026137255815301574,0.2675214857116668,-0.007969107822425506,2.3,2026-07-31
314,54.775170025173374,62.33453670276775,0.14186432666927207,59.661473349591496,49.88886670075525,11105,New York,Queens County,NY,1151798.0,-0.0908305378853008,0.4382030760371016,0.3855852503767512,0.03181824018315061,0.5343694870282991,0.05641302738141263,0.013341175957599205,-0.0019146963188291927,1.6,2026-07-31
315,54.752356781874084,62.214199759326114,0.14186432666927207,55.37022583848585,54.13448772526232,10974,Sloatsburg,Rockland County,NY,558252.0,0.09491178333797592,-0.2860657907978954,-0.23906955660952356,,-0.3320639476640832,-0.06593922398980057,-0.10776424327360346,0.015786596930181404,2.5,2026-07-31
316,54.741741839488185,62.093862815884485,0.14186432666927207,52.96072514413773,56.522758534838644,07070,Rutherford,Bergen County,NJ,767735.0,0.004058334741478126,0.03256794978103095,0.16743732355077867,0.039168568606262125,-0.21008917416714934,0.11480272681392012,0.11293502183114335,-0.04471899780789608,2.7,2026-07-31
317,54.721765070878774,61.973525872442835,0.14186432666927207,53.294360674711186,56.14916946704637,11572,Oceanside,Nassau County,NY,802115.0,0.013074715386441588,0.07637612605653565,-0.0636241125444883,0.051987540664648106,-0.20490292536865096,-0.007228097636558517,-0.003394467408664781,-0.0035952962971525643,2.2,2026-07-31
318,54.701947220399866,61.8531889290012,0.14186432666927207,62.29194879481884,47.11194564598089,07722,Colts Neck Township,Monmouth County,NJ,1362510.0,0.13474296921720033,0.6062078562225235,0.4741559072862529,,0.03419004712076368,0.1835736590864907,-0.10060962127914053,0.030678644231621185,3.1,2026-07-31
319,54.650997839114474,61.73285198555957,0.14186432666927207,57.24277019270168,52.05922548552727,08850,Milltown,Middlesex County,NJ,625186.0,0.11845071006951749,-0.17282665982569156,0.1359967196288867,,-0.4045830387928462,-0.04111299961843423,0.029241382101805158,0.06515899581910771,2.5,2026-07-31
320,54.63305820397694,61.612515042117934,0.14186432666927207,54.208818148486806,55.05729825946707,07512,Totowa,Passaic County,NJ,668716.0,0.027450760838622662,-0.10551603828793255,0.11395246970671913,,-0.11661692288207104,-0.08316426223531509,-0.1588371529718966,0.05411976845206139,2.2,2026-07-31
